store_name,website,rating,number_of_reviews,category
Omcgear,omcgear.com,1.3,791,Sports
ROXY,www.roxy.com,1.3,255,Sports
LedEquipped,www.ledequipped.com,1.3,226,Sports
Poolfunstore,poolfunstore.co.uk,1.3,170,Sports
Golf Wang,www.golfwang.com,1.3,148,Sports
MLB,mlb.tv,1.3,133,Sports
Sports Fan Island,www.sportsfanisland.com,1.3,121,Sports
Fitness Singles,www.fitness-singles.com,1.3,113,Sports
Hover-1,hover-1.com,1.3,110,Sports
Forum Fitness Center,www.forumfitnesscenter.com,1.3,94,Sports
Basefit,basefit.com,1.3,85,Sports
Life Time Fitness,lifetimefitness.com,1.3,75,Sports
Stark Drive,starkdrive.bike,1.3,75,Sports
HoloGear,hologearco.com,1.3,72,Sports
Miimosas,www.miimosas.com,1.3,62,Sports
Barnett Crossbows,www.barnettcrossbows.com,1.3,54,Sports
Swiftrend,swiftrend.com,1.3,47,Sports
Fanduel,www.fanduel.com,1.2,548,Sports
NFL,www.nfl.com,1.2,369,Sports
Premier Sports Direct,premiersportsdirect.com,1.2,224,Sports
reco service ltd.,hazeltonsgiftbaskets.com,1.2,184,Sports
Team Express,teamexpress.com,1.2,167,Sports
it’s All A Bit Horse,itsallabithorse.com,1.2,159,Sports
Cupami,www.cupami.com,1.2,136,Sports
activeandfit.com,www.activeandfit.com,1.2,99,Sports
SportStop.com,sportstop.com,1.2,83,Sports
BH,bh.fitness,1.2,82,Sports
Labosante,labosante.com,1.2,76,Sports
Solardrop,solardrop.com,1.2,71,Sports
korehealth.com,www.korehealth.com,1.1,602,Sports
LifeView Outdoors,lifeviewoutdoors.com,1.1,347,Sports
HYGO Shop,hygoshop.com,1.1,158,Sports
Treegens,treegens.com,1.1,126,Sports
GolfStoreEurope Ltd,www.golfstoreeurope.com,1.0,2184,Sports
